type,id,japanese_name,chinese_name,ids
name,3040575000,エヴァンジェリン・Ａ・Ｋ・マクダウェル,依文洁琳A.K.麦道威尔,3040575000
name,3040576000,桜咲刹那,樱咲刹那,3040576000
name,3040577000,ジャック・ラカン,杰克·拉坎,3040577000
name,3040578000,ロベリア,洛贝利亚,3040165000|3040578000
name,3040579000,マコラ,玛蔻拉,3040441000|3040579000
name,3040580000,ユエル,尤艾尔,3030223000|3040006000|3040138000|3040210000|3040580000
name,3040581000,ツクヨミ,月读,3040581000
name,3040582000,バサラ,巴萨拉,3040582000
name,3040583000,ル・オー,露·欧,3040449000|3040583000
name,3040584000,マキラ,玛琪拉,3030229000|3040107000|3040372000|3040584000
name,3040585000,ビカラ,碧卡拉,3020073000|3040252000|3040408000|3040488000|3040585000
name,3040586000,シエテ,希耶提,3040036000|3040451000|3040586000
name,3040587000,ピィジウ,啤酒,3040587000
name,3040588000,ジョイ,乔伊,3030280000|3040588000
name,3040589000,シュクラ,淑库拉,3040589000
name,3040590000,シェリーネ,谢琳,3040590000
name,3040591000,ラヴィリタ,拉维利塔,3040591000
name,3040592000,マーズ,玛尔斯,3040592000
name,3040593000,可憐なる師弟 カリオストロ＆クラリス,娇美可爱的师徒 卡莉奥斯特萝&克拉莉丝,3040593000
name,3040594000,コウ,蔻,3040242000|3040594000
name,3040595000,ジークフリート,齐格飞,3040025000|3040128000|3040237000|3040344000|3040485000|3040595000
name,3040596000,スクルド,诗寇蒂,3040596000
name,3040597000,ハウヘト,哈乌赫特,3040597000
name,3040598000,グリームニル,格里姆尼尔,3040212000|3040261000|3040598000
name,3040599000,イルザ,伊尔莎,3040148000|3040177000|3040258000|3040456000|3040599000
name,3040600000,フラウ,芙劳,3040161000|3040600000
name,3040601000,アトゥム,阿图姆,3040601000
name,3040602000,コルワ,可露瓦,3030266000|3040081000|3040127000|3040465000|3040602000
name,3040603000,リッチ,巫妖,3040357000|3040427000|3040603000
name,3040604000,カシウス,卡西乌斯,3030262000|3030273000|3040326000|3040384000|3040604000
name,3040605000,ゴン,小杰,3040605000
name,3040606000,キルア,奇犽,3040606000
name,3040607000,クラピカ,酷拉皮卡,3040607000
name,3040608000,クロロ,库洛洛,3040608000
name,3040609000,ハーゼリーラ,哈泽丽拉,3040168000|3040609000
name,3040610000,シャトラ,夏托拉,3020074000|3040313000|3040437000|3040610000
name,3040611000,サリエル,沙利叶,3040611000
name,3040612000,ベルソー,贝尔索,3040612000
name,3040613000,シルヴィア,希尔薇娅,3040613000
name,3040614000,ジョエル,杰艾尔,3020040000|3030320000|3040614000
name,3040615000,ラモラック,拉莫拉克,3040615000
name,3040616000,ダヌア,妲奴亚,3030017000|3040055000|3040135000|3040256000|3040616000
name,3040617000,ヴァジラ,瓦姬拉,3040147000|3040407000|3040617000
name,3040618000,ランスロット,兰斯洛特,3030108000|3040023000|3040140000|3040374000|3040618000
name,3040619000,エッセル,艾瑟尔,3040039000|3040619000
name,3040620000,メーテラ,美黛拉,3040012000|3040072000|3040195000|3040347000|3040620000
name,3040621000,チチリ,琪琪莉,3040525000|3040621000
name,3040622000,シンジ＆初号機,真嗣&初号机,3040622000
name,3040623000,レイ＆零号機,丽&零号机,3040623000
name,3040624000,アスカ＆２号機,明日香&2号机,3040624000
name,3040625000,カヲル＆Mark.06,薰&Mark.06,3040625000
name,3040626000,ラインハルザ,莱茵哈撒,3030208000|3040274000|3040626000
name,3040627000,ベンヌ,贝努,3040627000
name,3040628000,ゼタ,泽塔,3030231000|3040028000|3040056000|3040112000|3040323000|3040499000|3040628000
name,3040629000,マリア・テレサ,玛利亚·特蕾莎,3040160000|3040629000
name,3040630000,バイシュラ,拜修拉,3040630000
name,3040631000,ダリダラ,达里达拉,3040631000
name,3040632000,シーザー,凯撒,3040632000
name,3040633000,サンチラ,桑琪拉,3040633000
name,3040634000,アマテラス,天照,3040634000
name,3040635000,ルロウホロウ,鲁洛赫萝,3040635000
name,3040636000,コンスタンツィア,康斯坦茨,3040636000
name,3040637000,マッコイ,麦考伊,3040637000
name,3040638000,アンリエット,安丽特,3040058000|3040638000
name,3040639000,ワムデュス,瓦姆杜斯,3040419000|3040562000|3040639000
name,3040640000,ガウェイン,高文,3040000000|3040298000|3040640000
name,3040641000,ヴァルフリート,瓦尔弗雷德,3040641000
name,3040642000,アンジェ,安洁,3030012000|3030042000|3040642000
name,3040643000,ルリア,露莉亚,3030182000|3040643000
name,3040644000,オクタヴィア,奥克塔维亚,3040644000
name,3040645000,アポロニア,阿波罗尼亚,3040645000
name,3040646000,ユーステス,尤斯缇斯,3040069000|3040099000|3040198000|3040411000|3040646000
name,3040647000,アンスリア,安苏莉娅,3040103000|3040228000|3040369000|3040647000
name,3040648000,アリア,阿莉亚,3040431000|3040648000
name,3040649000,エキドナ,厄客德娜,3040649000
name,3040650000,パラシュラーマ,持斧罗摩,3040650000
name,3040651000,フィルキス,菲尔基丝,3040651000
name,3040652000,フェルルカ,菲露露卡,3040652000
name,3040653000,マヌ＝ポヌマウ,玛努·珀努玛乌,3040653000
name,3040654000,エドワード・エルリック,爱德华·艾尔利克,3040654000
name,3040655000,グリード＆リン・ヤオ,格利德&姚麟,3040655000
name,3040656000,ロイ･マスタング,罗伊·马斯坦,3040656000
name,3040657000,オリヴィエ･ミラ･アームストロング,奥利维亚·米拉·阿姆斯特朗,3040657000
name,3040658000,ミカボシ,米卡波西,3040658000
name,3040659000,イオ,伊欧,3030006000|3040015000|3040065000|3040659000
name,3040660000,シャオ,萧,3030124000|3040660000
name,3040661000,ノトス,诺托斯,3040661000
name,3040662000,メグ＆まりっぺ,梅格&玛丽佩,3040482000|3040662000
name,3040663000,エウロペ,欧罗巴,3040190000|3040226000|3040434000|3040663000
name,3040664000,オシリス,奥西里斯,3040664000
name,3040665000,アートマン,阿特曼,3040665000
name,3040666000,黒崎一護,黑崎一护,3040666000
name,3040667000,四楓院夜一,四枫院夜一,3040667000
name,3040668000,ネリエル・トゥ・オーデルシュヴァンク,妮莉艾露·杜·欧德修凡克,3040668000
name,3040669000,日番谷冬獅郎&松本乱菊,日番谷冬狮郎&松本乱菊,3040669000
name,3040670000,グウィン,格温,3040406000|3040670000
name,3040671000,ヨウ,容,3030277000|3040393000|3040671000
name,3040672000,ハイラ,哈伊拉,3020075000|3040502000|3040672000
name,3040673000,シス,希斯,3040035000|3040262000|3040673000
